"","created","screenName","text","ID","map.info.A","map.info.B","emoji.counts","unicode","bytes","description","latitude","longitude"
"3681","June 02, 2015 at 03:14AM","@carmen_amare","@_PatLiveFrom215 😂😂😂💖","http://twitter.com/carmen_amare/status/605633494648279040","http://maps.google.com/maps/api/staticmap?center=40.04991822,-75.10525052&zoom=12&size=640x440&scale=1&maptype=roadmap&sensor=false&markers=color:red%7C40.04991822,-75.10525052","https://maps.google.com/?q=40.04991822,-75.10525052&z=14",746,"U+1F602","\xF0\x9F\x98\x82","face with tears of joy",40.04991822,-75.10525052
"57518","June 02, 2015 at 03:11AM","@carmen_amare","@jooordanx0x3 💦 i love you Queen","http://twitter.com/carmen_amare/status/605632699915730944","http://maps.google.com/maps/api/staticmap?center=40.04976693,-75.10502907&zoom=12&size=640x440&scale=1&maptype=roadmap&sensor=false&markers=color:red%7C40.04976693,-75.10502907","https://maps.google.com/?q=40.04976693,-75.10502907&z=14",23,"U+1F4A6","\xF0\x9F\x92\xA6","splashing sweat symbol",40.04976693,-75.10502907
"3680","June 02, 2015 at 03:08AM","@carmen_amare","@jooordanx0x3 😂😂😂😂 wood tips only","http://twitter.com/carmen_amare/status/605632102491664384","http://maps.google.com/maps/api/staticmap?center=40.0499652,-75.10506816&zoom=12&size=640x440&scale=1&maptype=roadmap&sensor=false&markers=color:red%7C40.0499652,-75.10506816","https://maps.google.com/?q=40.0499652,-75.10506816&z=14",746,"U+1F602","\xF0\x9F\x98\x82","face with tears of joy",40.0499652,-75.10506816
"68157","June 02, 2015 at 03:06AM","@carmen_amare","#AfricansBeLike 😂😂😂 RT @_lexis_marie: @carmen_amare naw only when you said ""come in on a elephant"" 😂🔥","http://twitter.com/carmen_amare/status/605631564945453056","http://maps.google.com/maps/api/staticmap?center=40.04988968,-75.10516096&zoom=12&size=640x440&scale=1&maptype=roadmap&sensor=false&markers=color:red%7C40.04988968,-75.10516096","https://maps.google.com/?q=40.04988968,-75.10516096&z=14",99,"U+1F525","\xF0\x9F\x94\xA5","fire",40.04988968,-75.10516096
"3679","June 02, 2015 at 03:06AM","@carmen_amare","#AfricansBeLike 😂😂😂 RT @_lexis_marie: @carmen_amare naw only when you said ""come in on a elephant"" 😂🔥","http://twitter.com/carmen_amare/status/605631564945453056","http://maps.google.com/maps/api/staticmap?center=40.04988968,-75.10516096&zoom=12&size=640x440&scale=1&maptype=roadmap&sensor=false&markers=color:red%7C40.04988968,-75.10516096","https://maps.google.com/?q=40.04988968,-75.10516096&z=14",746,"U+1F602","\xF0\x9F\x98\x82","face with tears of joy",40.04988968,-75.10516096
"31312","June 02, 2015 at 02:40AM","@RELLMUGGA11","This #Sunday June 7⃣TH Day Party ☀️ At #BambooBar 🌴 4pm-11pm • Hosted By : @darealamberrose 🍑➕ Free… https://t.co/Pt8dWgDPoX","http://twitter.com/RELLMUGGA11/status/605625136096669696","http://maps.google.com/maps/api/staticmap?center=39.9634323,-75.1353455&zoom=12&size=640x440&scale=1&maptype=roadmap&sensor=false&markers=color:red%7C39.9634323,-75.1353455","https://maps.google.com/?q=39.9634323,-75.1353455&z=14",8,"U+1F351","\xF0\x9F\x8D\x91","peach",39.9634323,-75.1353455
"2876","June 02, 2015 at 02:40AM","@RELLMUGGA11","This #Sunday June 7⃣TH Day Party ☀️ At #BambooBar 🌴 4pm-11pm • Hosted By : @darealamberrose 🍑➕ Free… https://t.co/Pt8dWgDPoX","http://twitter.com/RELLMUGGA11/status/605625136096669696","http://maps.google.com/maps/api/staticmap?center=39.9634323,-75.1353455&zoom=12&size=640x440&scale=1&maptype=roadmap&sensor=false&markers=color:red%7C39.9634323,-75.1353455","https://maps.google.com/?q=39.9634323,-75.1353455&z=14",15,"U+1F334","\xF0\x9F\x8C\xB4","palm tree",39.9634323,-75.1353455
"20425","June 02, 2015 at 02:40AM","@RELLMUGGA11","This #Sunday June 7⃣TH Day Party ☀️ At #BambooBar 🌴 4pm-11pm • Hosted By : @darealamberrose 🍑➕ Free… https://t.co/Pt8dWgDPoX","http://twitter.com/RELLMUGGA11/status/605625136096669696","http://maps.google.com/maps/api/staticmap?center=39.9634323,-75.1353455&zoom=12&size=640x440&scale=1&maptype=roadmap&sensor=false&markers=color:red%7C39.9634323,-75.1353455","https://maps.google.com/?q=39.9634323,-75.1353455&z=14",39,"U+2600","\xE2\x98\x80","black sun with rays",39.9634323,-75.1353455
"1692","June 02, 2015 at 02:40AM","@RELLMUGGA11","This #Sunday June 7⃣TH Day Party ☀️ At #BambooBar 🌴 4pm-11pm • Hosted By : @darealamberrose 🍑➕ Free… https://t.co/Pt8dWgDPoX","http://twitter.com/RELLMUGGA11/status/605625136096669696","http://maps.google.com/maps/api/staticmap?center=39.9634323,-75.1353455&zoom=12&size=640x440&scale=1&maptype=roadmap&sensor=false&markers=color:red%7C39.9634323,-75.1353455","https://maps.google.com/?q=39.9634323,-75.1353455&z=14",3,"U+0037 U+20E3","\x37\xE2\x83\xA3","digit seven + combining enclosing keycap",39.9634323,-75.1353455
"8311","June 02, 2015 at 02:40AM","@RELLMUGGA11","This #Sunday June 7⃣TH Day Party ☀️ At #BambooBar 🌴 4pm-11pm • Hosted By : @darealamberrose 🍑➕ Free… https://t.co/Pt8dWgDPoX","http://twitter.com/RELLMUGGA11/status/605625136096669696","http://maps.google.com/maps/api/staticmap?center=39.9634323,-75.1353455&zoom=12&size=640x440&scale=1&maptype=roadmap&sensor=false&markers=color:red%7C39.9634323,-75.1353455","https://maps.google.com/?q=39.9634323,-75.1353455&z=14",3,"U+2795","\xE2\x9E\x95","heavy plus sign",39.9634323,-75.1353455
"4909","June 02, 2015 at 02:36AM","@Percy_Porter","The new you is lame 👎😔","http://twitter.com/Percy_Porter/status/605624092797116416","http://maps.google.com/maps/api/staticmap?center=40.0289225,-75.1525568&zoom=12&size=640x440&scale=1&maptype=roadmap&sensor=false&markers=color:red%7C40.0289225,-75.1525568","https://maps.google.com/?q=40.0289225,-75.1525568&z=14",12,"U+1F44E","\xF0\x9F\x91\x8E","thumbs down sign",40.0289225,-75.1525568
"1628","June 02, 2015 at 02:36AM","@Percy_Porter","The new you is lame 👎😔","http://twitter.com/Percy_Porter/status/605624092797116416","http://maps.google.com/maps/api/staticmap?center=40.0289225,-75.1525568&zoom=12&size=640x440&scale=1&maptype=roadmap&sensor=false&markers=color:red%7C40.0289225,-75.1525568","https://maps.google.com/?q=40.0289225,-75.1525568&z=14",46,"U+1F614","\xF0\x9F\x98\x94","pensive face",40.0289225,-75.1525568
"547","June 02, 2015 at 02:33AM","@Percy_Porter","Need some perks💊","http://twitter.com/Percy_Porter/status/605623310114803712","http://maps.google.com/maps/api/staticmap?center=40.0289225,-75.1525568&zoom=12&size=640x440&scale=1&maptype=roadmap&sensor=false&markers=color:red%7C40.0289225,-75.1525568","https://maps.google.com/?q=40.0289225,-75.1525568&z=14",2,"U+1F48A","\xF0\x9F\x92\x8A","pill",40.0289225,-75.1525568
"6553","June 02, 2015 at 01:42AM","@AdamBohnam69","Down by the Seaside
🎶🎸🔊🎵🎼🎤☀️ @ Ocean City NJ https://t.co/SrfaBnWIHB","http://twitter.com/AdamBohnam69/status/605610319793258497","http://maps.google.com/maps/api/staticmap?center=39.96344921,-75.26966731&zoom=12&size=640x440&scale=1&maptype=roadmap&sensor=false&markers=color:red%7C39.96344921,-75.26966731","https://maps.google.com/?q=39.96344921,-75.26966731&z=14",9,"U+1F50A","\xF0\x9F\x94\x8A","speaker with three sound waves",39.96344921,-75.26966731
"4042","June 02, 2015 at 01:42AM","@AdamBohnam69","Down by the Seaside
🎶🎸🔊🎵🎼🎤☀️ @ Ocean City NJ https://t.co/SrfaBnWIHB","http://twitter.com/AdamBohnam69/status/605610319793258497","http://maps.google.com/maps/api/staticmap?center=39.96344921,-75.26966731&zoom=12&size=640x440&scale=1&maptype=roadmap&sensor=false&markers=color:red%7C39.96344921,-75.26966731","https://maps.google.com/?q=39.96344921,-75.26966731&z=14",6,"U+1F3BC","\xF0\x9F\x8E\xBC","musical score",39.96344921,-75.26966731
"4003","June 02, 2015 at 01:42AM","@AdamBohnam69","Down by the Seaside
🎶🎸🔊🎵🎼🎤☀️ @ Ocean City NJ https://t.co/SrfaBnWIHB","http://twitter.com/AdamBohnam69/status/605610319793258497","http://maps.google.com/maps/api/staticmap?center=39.96344921,-75.26966731&zoom=12&size=640x440&scale=1&maptype=roadmap&sensor=false&markers=color:red%7C39.96344921,-75.26966731","https://maps.google.com/?q=39.96344921,-75.26966731&z=14",6,"U+1F3B8","\xF0\x9F\x8E\xB8","guitar",39.96344921,-75.26966731
"39827","June 02, 2015 at 01:42AM","@AdamBohnam69","Down by the Seaside
🎶🎸🔊🎵🎼🎤☀️ @ Ocean City NJ https://t.co/SrfaBnWIHB","http://twitter.com/AdamBohnam69/status/605610319793258497","http://maps.google.com/maps/api/staticmap?center=39.96344921,-75.26966731&zoom=12&size=640x440&scale=1&maptype=roadmap&sensor=false&markers=color:red%7C39.96344921,-75.26966731","https://maps.google.com/?q=39.96344921,-75.26966731&z=14",59,"U+1F3B6","\xF0\x9F\x8E\xB6","multiple musical notes",39.96344921,-75.26966731
"3975","June 02, 2015 at 01:42AM","@AdamBohnam69","Down by the Seaside
🎶🎸🔊🎵🎼🎤☀️ @ Ocean City NJ https://t.co/SrfaBnWIHB","http://twitter.com/AdamBohnam69/status/605610319793258497","http://maps.google.com/maps/api/staticmap?center=39.96344921,-75.26966731&zoom=12&size=640x440&scale=1&maptype=roadmap&sensor=false&markers=color:red%7C39.96344921,-75.26966731","https://maps.google.com/?q=39.96344921,-75.26966731&z=14",9,"U+1F3B5","\xF0\x9F\x8E\xB5","musical note",39.96344921,-75.26966731
"38013","June 02, 2015 at 01:42AM","@AdamBohnam69","Down by the Seaside
🎶🎸🔊🎵🎼🎤☀️ @ Ocean City NJ https://t.co/SrfaBnWIHB","http://twitter.com/AdamBohnam69/status/605610319793258497","http://maps.google.com/maps/api/staticmap?center=39.96344921,-75.26966731&zoom=12&size=640x440&scale=1&maptype=roadmap&sensor=false&markers=color:red%7C39.96344921,-75.26966731","https://maps.google.com/?q=39.96344921,-75.26966731&z=14",24,"U+1F3A4","\xF0\x9F\x8E\xA4","microphone",39.96344921,-75.26966731
"20424","June 02, 2015 at 01:42AM","@AdamBohnam69","Down by the Seaside
🎶🎸🔊🎵🎼🎤☀️ @ Ocean City NJ https://t.co/SrfaBnWIHB","http://twitter.com/AdamBohnam69/status/605610319793258497","http://maps.google.com/maps/api/staticmap?center=39.96344921,-75.26966731&zoom=12&size=640x440&scale=1&maptype=roadmap&sensor=false&markers=color:red%7C39.96344921,-75.26966731","https://maps.google.com/?q=39.96344921,-75.26966731&z=14",39,"U+2600","\xE2\x98\x80","black sun with rays",39.96344921,-75.26966731
"691","June 02, 2015 at 01:33AM","@shoutmeow1","I love this 😍😍😍
✔ 💯 🔱 This something special 
#MEOWMEOWNAILSPHILLY @ Lindbergh Boulevard https://t.co/QScBwgPmNU","http://twitter.com/shoutmeow1/status/605608244753637376","http://maps.google.com/maps/api/staticmap?center=39.90994777,-75.23266155&zoom=12&size=640x440&scale=1&maptype=roadmap&sensor=false&markers=color:red%7C39.90994777,-75.23266155","https://maps.google.com/?q=39.90994777,-75.23266155&z=14",1,"U+1F531","\xF0\x9F\x94\xB1","trident emblem",39.90994777,-75.23266155
"583128","June 02, 2015 at 01:33AM","@shoutmeow1","I love this 😍😍😍
✔ 💯 🔱 This something special 
#MEOWMEOWNAILSPHILLY @ Lindbergh Boulevard https://t.co/QScBwgPmNU","http://twitter.com/shoutmeow1/status/605608244753637376","http://maps.google.com/maps/api/staticmap?center=39.90994777,-75.23266155&zoom=12&size=640x440&scale=1&maptype=roadmap&sensor=false&markers=color:red%7C39.90994777,-75.23266155","https://maps.google.com/?q=39.90994777,-75.23266155&z=14",223,"U+1F4AF","\xF0\x9F\x92\xAF","hundred points symbol",39.90994777,-75.23266155
"6914","June 02, 2015 at 01:33AM","@shoutmeow1","I love this 😍😍😍
✔ 💯 🔱 This something special 
#MEOWMEOWNAILSPHILLY @ Lindbergh Boulevard https://t.co/QScBwgPmNU","http://twitter.com/shoutmeow1/status/605608244753637376","http://maps.google.com/maps/api/staticmap?center=39.90994777,-75.23266155&zoom=12&size=640x440&scale=1&maptype=roadmap&sensor=false&markers=color:red%7C39.90994777,-75.23266155","https://maps.google.com/?q=39.90994777,-75.23266155&z=14",13,"U+2714","\xE2\x9C\x94","heavy check mark",39.90994777,-75.23266155
"12153","June 02, 2015 at 01:33AM","@shoutmeow1","I love this 😍😍😍
✔ 💯 🔱 This something special 
#MEOWMEOWNAILSPHILLY @ Lindbergh Boulevard https://t.co/QScBwgPmNU","http://twitter.com/shoutmeow1/status/605608244753637376","http://maps.google.com/maps/api/staticmap?center=39.90994777,-75.23266155&zoom=12&size=640x440&scale=1&maptype=roadmap&sensor=false&markers=color:red%7C39.90994777,-75.23266155","https://maps.google.com/?q=39.90994777,-75.23266155&z=14",265,"U+1F60D","\xF0\x9F\x98\x8D","smiling face with heart-shaped eyes",39.90994777,-75.23266155
